Day,Date,Month,Year,Time,Lane-1,Lane-2,Lane-3,Lane-4,TotalCars,TotalTime
Friday,21,July,2020,16:00,26,28,39,22,115,458
Friday,21,July,2020,17:00,26,34,33,19,112,447
Friday,21,July,2020,18:00,35,25,13,19,92,367
Friday,21,July,2020,19:00,19,11,20,19,69,271
Friday,21,July,2020,20:00,28,35,27,25,115,342
Friday,21,July,2020,21:00,16,20,11,23,70,277
Friday,21,July,2020,22:00,30,35,38,24,127,380
Friday,21,July,2020,23:00,29,18,27,17,91,269
Saturday,22,July,2020,00:00,8,0,4,4,16,63
Saturday,22,July,2020,01:00,6,4,7,0,17,64
Saturday,22,July,2020,02:00,6,0,7,5,18,52
Saturday,22,July,2020,03:00,4,6,4,6,20,58
Saturday,22,July,2020,04:00,4,8,2,6,20,35
Saturday,22,July,2020,05:00,1,0,3,3,7,23
Saturday,22,July,2020,06:00,3,5,1,6,15,57
Saturday,22,July,2020,07:00,6,1,1,0,8,13
Saturday,22,July,2020,08:00,25,18,15,20,78,231
Saturday,22,July,2020,09:00,31,15,21,23,90,175
Saturday,22,July,2020,10:00,19,20,35,20,94,372
Saturday,22,July,2020,11:00,21,16,40,16,93,184
Saturday,22,July,2020,12:00,30,14,22,18,84,250
Saturday,22,July,2020,13:00,16,32,10,17,75,298
Saturday,22,July,2020,14:00,18,21,26,18,83,165
Saturday,22,July,2020,15:00,29,12,30,25,96,285
Saturday,22,July,2020,16:00,21,34,16,22,93,275
Saturday,22,July,2020,17:00,32,29,25,16,102,404
Saturday,22,July,2020,18:00,20,33,32,16,101,400
Saturday,22,July,2020,19:00,23,19,21,18,81,320
Saturday,22,July,2020,20:00,33,17,35,24,109,214
Saturday,22,July,2020,21:00,17,26,29,25,97,189
Saturday,22,July,2020,22:00,15,25,31,16,87,344
Saturday,22,July,2020,23:00,15,16,32,22,85,253
Sunday,23,July,2020,00:00,8,5,5,3,21,62
Sunday,23,July,2020,01:00,6,7,8,3,24,92
Sunday,23,July,2020,02:00,7,2,6,3,18,71
Sunday,23,July,2020,03:00,6,4,7,4,21,59
Sunday,23,July,2020,04:00,1,6,0,0,7,27
Sunday,23,July,2020,05:00,1,1,2,5,9,33
Sunday,23,July,2020,06:00,5,6,0,6,17,47
Sunday,23,July,2020,07:00,2,2,0,8,12,19
Sunday,23,July,2020,08:00,28,29,38,24,119,354
Sunday,23,July,2020,09:00,19,20,21,20,80,155
Sunday,23,July,2020,10:00,31,11,19,18,79,157
Sunday,23,July,2020,11:00,35,14,35,17,101,302
Sunday,23,July,2020,12:00,34,15,34,25,108,322
Sunday,23,July,2020,13:00,27,31,16,24,98,192
Sunday,23,July,2020,14:00,21,20,29,16,86,169
Sunday,23,July,2020,15:00,20,15,22,18,75,149
Sunday,23,July,2020,16:00,33,27,34,23,117,465
Sunday,23,July,2020,17:00,17,11,32,16,76,223
Sunday,23,July,2020,18:00,21,10,10,24,65,258
Sunday,23,July,2020,19:00,34,27,19,22,102,407
Sunday,23,July,2020,20:00,21,29,28,25,103,304
Sunday,23,July,2020,21:00,20,10,27,18,75,148
Sunday,23,July,2020,22:00,17,23,33,17,90,268
Sunday,23,July,2020,23:00,26,32,24,21,103,408
Monday,24,July,2020,00:00,7,8,1,6,22,42
Monday,24,July,2020,01:00,2,4,6,6,18,32
Monday,24,July,2020,02:00,4,5,0,5,14,23
Monday,24,July,2020,03:00,8,0,5,7,20,59
Monday,24,July,2020,04:00,0,3,0,3,6,21
Monday,24,July,2020,05:00,5,2,0,7,14,27
Monday,24,July,2020,06:00,6,1,8,1,16,47
Monday,24,July,2020,07:00,4,7,8,8,27,49
Monday,24,July,2020,08:00,27,16,37,17,97,385
Monday,24,July,2020,09:00,35,11,25,23,94,185
Monday,24,July,2020,10:00,23,19,24,23,89,176
Monday,24,July,2020,11:00,24,18,29,20,91,360
Monday,24,July,2020,12:00,29,31,14,25,99,294
Monday,24,July,2020,13:00,23,24,30,19,96,189
Monday,24,July,2020,14:00,16,30,12,20,78,230
Monday,24,July,2020,15:00,33,20,37,25,115,340
Monday,24,July,2020,16:00,33,26,27,19,105,207
Monday,24,July,2020,17:00,22,33,24,25,104,311
Monday,24,July,2020,18:00,21,14,36,25,96,191
Monday,24,July,2020,19:00,21,19,20,16,76,224
Monday,24,July,2020,20:00,25,22,33,24,104,309
Monday,24,July,2020,21:00,27,29,30,19,105,311
Monday,24,July,2020,22:00,19,28,30,17,94,277
Monday,24,July,2020,23:00,18,34,27,16,95,282
Tuesday,25,July,2020,00:00,5,5,1,2,13,51
Tuesday,25,July,2020,01:00,0,2,6,8,16,59
Tuesday,25,July,2020,02:00,6,2,0,2,10,37
Tuesday,25,July,2020,03:00,8,3,3,2,16,47
Tuesday,25,July,2020,04:00,3,3,6,1,13,23
Tuesday,25,July,2020,05:00,0,1,6,7,14,40
Tuesday,25,July,2020,06:00,5,2,4,5,16,62
Tuesday,25,July,2020,07:00,6,6,8,0,20,35
Tuesday,25,July,2020,08:00,22,10,15,23,70,136
Tuesday,25,July,2020,09:00,18,26,31,17,92,363
Tuesday,25,July,2020,10:00,20,23,27,24,94,187
Tuesday,25,July,2020,11:00,15,15,31,23,84,167
Tuesday,25,July,2020,12:00,32,19,28,23,102,203
Tuesday,25,July,2020,13:00,16,20,10,16,62,185
Tuesday,25,July,2020,14:00,19,15,28,21,83,163
Tuesday,25,July,2020,15:00,19,17,18,19,73,291
Tuesday,25,July,2020,16:00,28,12,37,18,95,185
Tuesday,25,July,2020,17:00,33,18,36,25,112,334
Tuesday,25,July,2020,18:00,28,15,10,23,76,224
Tuesday,25,July,2020,19:00,30,34,34,23,121,237
Tuesday,25,July,2020,20:00,24,26,34,16,100,298
Tuesday,25,July,2020,21:00,32,28,12,16,88,263
Tuesday,25,July,2020,22:00,20,16,19,19,74,220
Tuesday,25,July,2020,23:00,31,17,37,22,107,210
Wednesday,26,July,2020,00:00,2,4,4,2,12,44
Wednesday,26,July,2020,01:00,8,6,4,2,20,39
Wednesday,26,July,2020,02:00,1,5,2,7,15,28
Wednesday,26,July,2020,03:00,4,3,5,6,18,51
Wednesday,26,July,2020,04:00,4,7,2,8,21,38
Wednesday,26,July,2020,05:00,6,1,7,7,21,82
Wednesday,26,July,2020,06:00,7,4,5,5,21,60
Wednesday,26,July,2020,07:00,5,1,5,4,15,40
Wednesday,26,July,2020,08:00,23,14,30,24,91,270
Wednesday,26,July,2020,09:00,24,27,19,23,93,183
Wednesday,26,July,2020,10:00,31,23,10,23,87,343
Wednesday,26,July,2020,11:00,29,11,25,25,90,268
Wednesday,26,July,2020,12:00,25,26,36,20,107,425
Wednesday,26,July,2020,13:00,28,10,34,21,93,185
Wednesday,26,July,2020,14:00,23,29,34,22,108,322
Wednesday,26,July,2020,15:00,30,22,19,24,95,282
Wednesday,26,July,2020,16:00,18,17,18,18,71,211
Wednesday,26,July,2020,17:00,18,20,14,18,70,137
Wednesday,26,July,2020,18:00,33,35,27,22,117,229
Wednesday,26,July,2020,19:00,23,17,32,16,88,173
Wednesday,26,July,2020,20:00,31,30,28,18,107,426
Wednesday,26,July,2020,21:00,18,11,39,17,85,167
Wednesday,26,July,2020,22:00,32,30,22,25,109,217
Wednesday,26,July,2020,23:00,24,23,35,18,100,396
Thursday,27,July,2020,00:00,8,5,0,1,14,26
Thursday,27,July,2020,01:00,3,5,6,5,19,55
Thursday,27,July,2020,02:00,2,4,6,0,12,46
Thursday,27,July,2020,03:00,5,3,8,4,20,35
Thursday,27,July,2020,04:00,7,7,2,0,16,46
Thursday,27,July,2020,05:00,4,8,0,0,12,21
Thursday,27,July,2020,06:00,8,4,2,2,16,44
Thursday,27,July,2020,07:00,0,5,8,5,18,52
Thursday,27,July,2020,08:00,20,15,23,25,83,327
Thursday,27,July,2020,09:00,25,17,11,16,69,134
Thursday,27,July,2020,10:00,15,29,38,18,100,197
Thursday,27,July,2020,11:00,20,30,10,22,82,324
Thursday,27,July,2020,12:00,26,14,13,19,72,211
Thursday,27,July,2020,13:00,19,12,38,17,86,167
Thursday,27,July,2020,14:00,19,31,18,18,86,342
Thursday,27,July,2020,15:00,24,33,12,18,87,173
Thursday,27,July,2020,16:00,28,10,28,20,86,254
Thursday,27,July,2020,17:00,15,27,22,25,89,264
Thursday,27,July,2020,18:00,34,16,35,20,105,314
Thursday,27,July,2020,19:00,23,29,38,21,111,221
Thursday,27,July,2020,20:00,19,11,32,21,83,164
Thursday,27,July,2020,21:00,20,16,11,20,67,266
Thursday,27,July,2020,22:00,34,13,13,20,80,157
Thursday,27,July,2020,23:00,24,31,13,17,85,335
Friday,28,July,2020,00:00,0,2,0,5,7,26
Friday,28,July,2020,01:00,6,1,4,0,11,19
Friday,28,July,2020,02:00,0,0,3,0,3,7
Friday,28,July,2020,03:00,6,8,2,7,23,87
Friday,28,July,2020,04:00,8,7,7,5,27,49
Friday,28,July,2020,05:00,1,6,1,8,16,47
Friday,28,July,2020,06:00,0,0,1,7,8,21
Friday,28,July,2020,07:00,0,1,4,6,11,41
Friday,28,July,2020,08:00,34,13,35,23,105,208
Friday,28,July,2020,09:00,31,22,32,24,109,325
Friday,28,July,2020,10:00,17,19,40,16,92,183
Friday,28,July,2020,11:00,26,11,24,25,86,171
Friday,28,July,2020,12:00,34,22,35,20,111,330
Friday,28,July,2020,13:00,32,18,39,18,107,211
Friday,28,July,2020,14:00,35,10,20,20,85,253
Friday,28,July,2020,15:00,26,31,30,20,107,425
Friday,28,July,2020,16:00,18,29,40,20,107,318
Friday,28,July,2020,17:00,32,12,14,24,82,244
Friday,28,July,2020,18:00,21,25,26,18,90,179
Friday,28,July,2020,19:00,34,30,32,16,112,446
Friday,28,July,2020,20:00,26,24,18,23,91,180
Friday,28,July,2020,21:00,26,24,35,20,105,209
Friday,28,July,2020,22:00,20,35,30,18,103,408
Friday,28,July,2020,23:00,25,26,37,23,111,221
Saturday,29,July,2020,00:00,7,2,8,5,22,84
Saturday,29,July,2020,01:00,6,5,2,5,18,33
Saturday,29,July,2020,02:00,2,3,8,3,16,29
Saturday,29,July,2020,03:00,4,3,8,3,18,52
Saturday,29,July,2020,04:00,7,8,2,7,24,43
Saturday,29,July,2020,05:00,6,6,0,2,14,40
Saturday,29,July,2020,06:00,5,6,5,4,20,57
Saturday,29,July,2020,07:00,3,0,7,3,13,22
Saturday,29,July,2020,08:00,31,10,18,18,77,304
Saturday,29,July,2020,09:00,21,34,22,16,93,367
Saturday,29,July,2020,10:00,29,25,26,21,101,198
Saturday,29,July,2020,11:00,15,12,22,25,74,220
Saturday,29,July,2020,12:00,23,23,37,22,105,312
Saturday,29,July,2020,13:00,23,27,17,18,85,336
Saturday,29,July,2020,14:00,35,31,16,19,101,301
Saturday,29,July,2020,15:00,29,16,15,23,83,327
Saturday,29,July,2020,16:00,33,34,26,20,113,338
Saturday,29,July,2020,17:00,34,34,25,20,113,450
Saturday,29,July,2020,18:00,18,31,10,17,76,302
Saturday,29,July,2020,19:00,28,29,36,16,109,215
Saturday,29,July,2020,20:00,20,13,17,20,70,138
Saturday,29,July,2020,21:00,32,11,31,17,91,271
Saturday,29,July,2020,22:00,22,31,37,25,115,456
Saturday,29,July,2020,23:00,26,35,15,24,100,299
Sunday,30,July,2020,00:00,8,4,3,5,20,36
Sunday,30,July,2020,01:00,7,4,8,5,24,91
Sunday,30,July,2020,02:00,1,3,0,0,4,7
Sunday,30,July,2020,03:00,1,6,1,0,8,23
Sunday,30,July,2020,04:00,1,2,1,6,10,37
Sunday,30,July,2020,05:00,4,2,0,5,11,42
Sunday,30,July,2020,06:00,0,2,7,6,15,55
Sunday,30,July,2020,07:00,8,1,4,3,16,61
Sunday,30,July,2020,08:00,35,11,22,18,86,341
Sunday,30,July,2020,09:00,21,21,27,23,92,182
Sunday,30,July,2020,10:00,26,30,14,25,95,375
Sunday,30,July,2020,11:00,21,14,37,22,94,277
Sunday,30,July,2020,12:00,22,30,21,22,95,187
Sunday,30,July,2020,13:00,15,26,11,22,74,143
Sunday,30,July,2020,14:00,25,25,35,23,108,215
Sunday,30,July,2020,15:00,15,26,16,16,73,290
Sunday,30,July,2020,16:00,31,12,28,16,87,256
Sunday,30,July,2020,17:00,17,34,20,23,94,184
Sunday,30,July,2020,18:00,16,29,19,20,84,167
Sunday,30,July,2020,19:00,23,15,22,25,85,339
Sunday,30,July,2020,20:00,28,14,37,24,103,305
Sunday,30,July,2020,21:00,32,25,28,24,109,217
Sunday,30,July,2020,22:00,31,20,19,17,87,170
Sunday,30,July,2020,23:00,31,13,27,19,90,355
