Date,Day,Lane-1,Lane-2,Lane-3,Lane-4,Month,Time,Year
25,Tuesday,5,1,6,5,July,4:00,2020
25,Tuesday,8,2,2,6,July,5:00,2020
25,Tuesday,7,5,5,7,July,6:00,2020
25,Tuesday,0,6,8,7,July,7:00,2020
25,Tuesday,20,12,27,20,July,8:00,2020
25,Tuesday,30,17,21,19,July,9:00,2020
25,Tuesday,27,24,36,25,July,10:00,2020
25,Tuesday,25,16,12,17,July,11:00,2020
25,Tuesday,30,19,33,17,July,12:00,2020
25,Tuesday,24,33,37,18,July,13:00,2020
25,Tuesday,16,19,21,22,July,14:00,2020
25,Tuesday,28,35,10,20,July,15:00,2020
25,Tuesday,20,26,35,17,July,16:00,2020
25,Tuesday,23,13,28,16,July,17:00,2020
25,Tuesday,31,23,24,19,July,18:00,2020
25,Tuesday,21,31,24,17,July,19:00,2020
25,Tuesday,23,27,21,22,July,20:00,2020
25,Tuesday,29,30,26,16,July,21:00,2020
25,Tuesday,33,11,18,16,July,22:00,2020
25,Tuesday,32,18,16,21,July,23:00,2020
26,Wednesday,4,5,0,0,July,0:00,2020
26,Wednesday,8,3,2,5,July,1:00,2020
26,Wednesday,2,2,3,6,July,2:00,2020
26,Wednesday,3,1,4,6,July,3:00,2020
26,Wednesday,1,0,7,3,July,4:00,2020
26,Wednesday,2,5,3,3,July,5:00,2020
26,Wednesday,4,8,8,0,July,6:00,2020
26,Wednesday,3,3,3,8,July,7:00,2020
26,Wednesday,24,29,29,23,July,8:00,2020
26,Wednesday,30,21,20,20,July,9:00,2020
26,Wednesday,29,13,36,18,July,10:00,2020
26,Wednesday,21,27,29,19,July,11:00,2020
26,Wednesday,26,11,22,20,July,12:00,2020
26,Wednesday,24,12,35,21,July,13:00,2020
26,Wednesday,30,15,16,22,July,14:00,2020
26,Wednesday,23,32,24,18,July,15:00,2020
26,Wednesday,30,30,27,16,July,16:00,2020
26,Wednesday,15,21,22,18,July,17:00,2020
26,Wednesday,23,22,36,18,July,18:00,2020
26,Wednesday,35,26,32,24,July,19:00,2020
26,Wednesday,16,22,31,25,July,20:00,2020
26,Wednesday,28,20,22,19,July,21:00,2020
26,Wednesday,32,30,36,23,July,22:00,2020
26,Wednesday,21,20,14,16,July,23:00,2020
27,Thursday,5,1,5,6,July,0:00,2020
27,Thursday,5,8,5,7,July,1:00,2020
27,Thursday,1,7,0,0,July,2:00,2020
27,Thursday,8,3,0,4,July,3:00,2020
27,Thursday,8,3,0,4,July,4:00,2020
27,Thursday,0,3,3,7,July,5:00,2020
27,Thursday,2,1,0,5,July,6:00,2020
27,Thursday,1,1,3,2,July,7:00,2020
27,Thursday,15,33,20,16,July,8:00,2020
27,Thursday,33,22,15,17,July,9:00,2020
27,Thursday,27,25,25,21,July,10:00,2020
27,Thursday,33,12,25,24,July,11:00,2020
27,Thursday,30,10,22,24,July,12:00,2020
27,Thursday,29,26,37,20,July,13:00,2020
27,Thursday,24,32,36,25,July,14:00,2020
27,Thursday,26,24,26,16,July,15:00,2020
27,Thursday,34,26,14,19,July,16:00,2020
27,Thursday,22,27,12,17,July,17:00,2020
27,Thursday,26,31,18,19,July,18:00,2020
27,Thursday,24,27,15,17,July,19:00,2020
27,Thursday,19,26,40,18,July,20:00,2020
27,Thursday,20,25,32,16,July,21:00,2020
27,Thursday,22,28,32,20,July,22:00,2020
27,Thursday,27,27,21,20,July,23:00,2020
28,Friday,6,8,7,6,July,0:00,2020
28,Friday,6,3,7,5,July,1:00,2020
28,Friday,4,4,3,8,July,2:00,2020
28,Friday,6,8,3,5,July,3:00,2020
28,Friday,2,0,4,5,July,4:00,2020
28,Friday,8,3,6,5,July,5:00,2020
28,Friday,6,0,5,3,July,6:00,2020
28,Friday,8,3,6,6,July,7:00,2020
28,Friday,28,19,24,19,July,8:00,2020
28,Friday,32,11,20,16,July,9:00,2020
28,Friday,29,27,34,16,July,10:00,2020
28,Friday,21,10,15,20,July,11:00,2020
28,Friday,33,23,40,18,July,12:00,2020
28,Friday,34,31,13,20,July,13:00,2020
28,Friday,23,35,18,20,July,14:00,2020
28,Friday,20,35,22,24,July,15:00,2020
28,Friday,21,29,27,19,July,16:00,2020
28,Friday,25,18,17,18,July,17:00,2020
28,Friday,20,29,35,20,July,18:00,2020
28,Friday,26,24,32,16,July,19:00,2020
28,Friday,34,20,35,18,July,20:00,2020
28,Friday,35,33,20,24,July,21:00,2020
28,Friday,34,33,19,25,July,22:00,2020
28,Friday,18,18,33,17,July,23:00,2020
29,Saturday,4,3,0,1,July,0:00,2020
29,Saturday,7,1,2,6,July,1:00,2020
29,Saturday,5,8,2,8,July,2:00,2020
29,Saturday,4,4,1,2,July,3:00,2020
29,Saturday,3,0,4,8,July,4:00,2020
29,Saturday,0,0,2,3,July,5:00,2020
29,Saturday,3,5,8,5,July,6:00,2020
29,Saturday,3,5,0,6,July,7:00,2020
29,Saturday,15,30,21,25,July,8:00,2020
29,Saturday,18,16,34,20,July,9:00,2020
29,Saturday,23,20,13,17,July,10:00,2020
29,Saturday,27,30,17,21,July,11:00,2020
29,Saturday,22,25,15,21,July,12:00,2020
29,Saturday,31,23,20,18,July,13:00,2020
29,Saturday,30,14,33,22,July,14:00,2020
29,Saturday,19,28,36,23,July,15:00,2020
29,Saturday,20,29,31,18,July,16:00,2020
29,Saturday,34,12,37,17,July,17:00,2020
29,Saturday,33,35,20,22,July,18:00,2020
29,Saturday,15,29,13,20,July,19:00,2020
29,Saturday,25,32,31,18,July,20:00,2020
29,Saturday,16,24,29,16,July,21:00,2020
29,Saturday,23,12,12,25,July,22:00,2020
29,Saturday,16,30,28,18,July,23:00,2020
30,Sunday,5,3,4,6,July,0:00,2020
30,Sunday,4,6,8,3,July,1:00,2020
30,Sunday,5,1,3,2,July,2:00,2020
30,Sunday,6,0,5,4,July,3:00,2020
30,Sunday,3,0,6,3,July,4:00,2020
30,Sunday,7,1,4,4,July,5:00,2020
30,Sunday,4,6,6,3,July,6:00,2020
30,Sunday,5,1,8,5,July,7:00,2020
30,Sunday,16,27,11,18,July,8:00,2020
30,Sunday,28,34,20,18,July,9:00,2020
30,Sunday,33,20,39,22,July,10:00,2020
30,Sunday,27,32,20,22,July,11:00,2020
30,Sunday,16,30,24,23,July,12:00,2020
30,Sunday,31,18,31,20,July,13:00,2020
30,Sunday,29,12,12,16,July,14:00,2020
30,Sunday,29,23,35,16,July,15:00,2020
30,Sunday,24,25,19,21,July,16:00,2020
30,Sunday,30,17,32,21,July,17:00,2020
30,Sunday,27,28,31,22,July,18:00,2020
30,Sunday,26,26,17,23,July,19:00,2020
30,Sunday,27,18,26,22,July,20:00,2020
30,Sunday,24,26,37,16,July,21:00,2020
30,Sunday,35,33,19,21,July,22:00,2020
30,Sunday,15,11,34,23,July,23:00,2020
